batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
1,not_started,gluten-free desserts,recipe_or_dish,74000.0,22.0,Tier 1,74000.0,Glutenfree Dessert Recipe,seo_target,
1,not_started,pecorino,ingredient_hub,60500.0,24.0,Tier 1,60500.0,Pecorino Recipe,seo_target,
1,not_started,pani puri,ingredient_hub,60500.0,22.0,Tier 1,60500.0,Pani Puri Recipe,seo_target,
1,not_started,pollo asado,ingredient_hub,49500.0,28.0,Tier 1,49500.0,Pollo Asado Recipe,seo_target,
1,not_started,lentils dried,ingredient_hub,40500.0,17.0,Tier 1,40500.0,Lentils Dried Recipe,seo_target,
1,not_started,Pisco,ingredient_hub,40500.0,27.0,Tier 1,40500.0,Pisco Recipe,seo_target,
1,not_started,keju gruyere,ingredient_hub,40500.0,29.0,Tier 1,40500.0,Keju Gruyere Recipe,seo_target,
1,not_started,irish whiskey,ingredient_hub,40500.0,28.0,Tier 1,40500.0,Irish Whiskey Recipe,seo_target,
1,not_started,neapolitan pizza,ingredient_hub,40500.0,27.0,Tier 1,40500.0,Neapolitan Pizza Recipe,seo_target,
1,not_started,spatchcock chicken,ingredient_hub,40500.0,25.0,Tier 1,40500.0,Spatchcock Chicken Recipe,seo_target,
1,not_started,kunafa,ingredient_hub,40500.0,25.0,Tier 1,40500.0,Kunafa Recipe,seo_target,
1,not_started,mirliton,ingredient_hub,40500.0,18.0,Tier 1,40500.0,Mirliton Recipe,seo_target,
1,not_started,quince fruit,ingredient_hub,40500.0,25.0,Tier 1,40500.0,Quince Fruit Recipe,seo_target,
1,not_started,dirty martini,ingredient_hub,40500.0,18.0,Tier 1,40500.0,Dirty Martini Recipe,seo_target,
1,not_started,sake,ingredient_hub,33100.0,21.0,Tier 1,33100.0,Sake Recipe,seo_target,
1,not_started,chocolate milk,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Chocolate Milk Recipe,seo_target,
1,not_started,baleadas,ingredient_hub,33100.0,27.0,Tier 1,33100.0,Baleada Recipe,seo_target,
1,not_started,vegan food,ingredient_hub,33100.0,19.0,Tier 1,33100.0,Vegan Food Recipe,seo_target,
1,not_started,caster sugar,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Caster Sugar Recipe,seo_target,
1,not_started,strawberry daiquiri,ingredient_hub,33100.0,27.0,Tier 1,33100.0,Strawberry Daiquiri Recipe,seo_target,
1,not_started,painkiller drink,ingredient_hub,33100.0,28.0,Tier 1,33100.0,Painkiller Drink Recipe,seo_target,
1,not_started,provolone,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Provolone Recipe,seo_target,
1,not_started,tequila sunrise,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Tequila Sunrise Recipe,seo_target,
1,not_started,Ouzo,ingredient_hub,33100.0,23.0,Tier 1,33100.0,Ouzo Recipe,seo_target,
1,not_started,german pancakes,ingredient_hub,33100.0,20.0,Tier 1,33100.0,German Pancakes Recipe,seo_target,
1,not_started,cup conversion chart,recipe_or_dish,33100.0,21.0,Tier 1,33100.0,Cup Conversion Chart Recipe,seo_target,
1,not_started,Sambuca,ingredient_hub,33100.0,17.0,Tier 1,33100.0,Sambuca Recipe,seo_target,
1,not_started,fernet,ingredient_hub,33100.0,16.0,Tier 1,33100.0,Fernet Recipe,seo_target,
1,not_started,minced garlic,ingredient_hub,33100.0,18.0,Tier 1,33100.0,Minced Garlic Recipe,seo_target,
1,not_started,crudite,ingredient_hub,33100.0,25.0,Tier 1,33100.0,Crudite Recipe,seo_target,
1,not_started,bonito flakes,ingredient_hub,33100.0,27.0,Tier 1,33100.0,Bonito Flake Recipe,seo_target,
1,not_started,croque madame,ingredient_hub,33100.0,25.0,Tier 1,33100.0,Croque Madame Recipe,seo_target,
1,not_started,veal,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Veal Recipe,seo_target,
1,not_started,Grappa,ingredient_hub,33100.0,28.0,Tier 1,33100.0,Grappa Recipe,seo_target,
1,not_started,jerk seasoning,ingredient_hub,33100.0,17.0,Tier 1,33100.0,Jerk Seasoning Recipe,seo_target,
1,not_started,swedish fish,ingredient_hub,33100.0,21.0,Tier 1,33100.0,Swedish Fish Recipe,seo_target,
1,not_started,breve,ingredient_hub,33100.0,14.0,Tier 1,33100.0,Breve Recipe,seo_target,
1,not_started,butterscotch,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Butterscotch Recipe,seo_target,
1,not_started,crumpet crumpet,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Crumpet Crumpet Recipe,seo_target,
1,not_started,hypnotic drink,ingredient_hub,33100.0,18.0,Tier 1,33100.0,Hypnotic Drink Recipe,seo_target,
1,not_started,capellini,ingredient_hub,33100.0,28.0,Tier 1,33100.0,Capellini Recipe,seo_target,
1,not_started,hungarian goulash,ingredient_hub,33100.0,25.0,Tier 1,33100.0,Hungarian Goulash Recipe,seo_target,
1,not_started,basic syrup,ingredient_hub,33100.0,26.0,Tier 1,33100.0,Basic Syrup Recipe,seo_target,
1,not_started,pasta shapes,ingredient_hub,33100.0,28.0,Tier 1,33100.0,pasta shapes,seo_target,allrecipes_mobile_find
1,not_started,pork rinds,ingredient_hub,33100.0,27.0,Tier 1,33100.0,Pork Rind Recipe,seo_target,
1,not_started,olive oil,ingredient_hub,33100.0,29.0,Tier 1,33100.0,Olive Oil Recipe,seo_target,
1,not_started,triple sec,ingredient_hub,33100.0,24.0,Tier 1,33100.0,Triple Sec Recipe,seo_target,
1,not_started,cajeta,ingredient_hub,33100.0,26.0,Tier 1,33100.0,"Cajeta: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
1,not_started,kadayif,ingredient_hub,33100.0,18.0,Tier 1,33100.0,Kadayif Recipe,seo_target,
1,not_started,Blood Sausage,ingredient_hub,27100.0,20.0,Tier 1,27100.0,Blood Sausage Recipe,seo_target,
1,not_started,biscottiamo,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Biscottiamo Recipe,seo_target,
1,not_started,steak temperatures,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Steak Temperature Recipe,seo_target,
1,not_started,truffle butter,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Truffle Butter Recipe,seo_target,
1,not_started,rugelach,ingredient_hub,27100.0,29.0,Tier 1,27100.0,Rugelach Recipe,seo_target,
1,not_started,manchego cheese,ingredient_hub,27100.0,20.0,Tier 1,27100.0,Manchego Cheese Recipe,seo_target,
1,not_started,cheese pizza,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Cheese Pizza Recipe,seo_target,
1,not_started,Wahoo Fish,ingredient_hub,27100.0,23.0,Tier 1,27100.0,Wahoo Fish Recipe,seo_target,
1,not_started,lasagna noodles,ingredient_hub,27100.0,23.0,Tier 1,27100.0,Lasagna Noodles Recipe,seo_target,
1,not_started,sunchoke,ingredient_hub,27100.0,22.0,Tier 1,27100.0,Sunchoke Recipe,seo_target,
1,not_started,chile guajillo,ingredient_hub,27100.0,20.0,Tier 1,27100.0,Chile Guajillo Recipe,seo_target,
1,not_started,caquis fruit,ingredient_hub,27100.0,15.0,Tier 1,27100.0,Caquis Fruit Recipe,seo_target,
1,not_started,Madras Indien,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Madra Indien Recipe,seo_target,
1,not_started,biscotti,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Biscotti Recipe,seo_target,
1,not_started,Yuzu Fruit,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Yuzu Fruit Recipe,seo_target,
1,not_started,cacao cacao,ingredient_hub,27100.0,27.0,Tier 1,27100.0,Cacao Cacao Recipe,seo_target,
1,not_started,sole fish,ingredient_hub,27100.0,28.0,Tier 1,27100.0,Sole Fish Recipe,seo_target,
1,not_started,butter cookies,ingredient_hub,27100.0,28.0,Tier 1,27100.0,butter cookies,seo_target,allrecipes_mobile_find
1,not_started,Pistachio Butter,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Pistachio Butter Recipe,seo_target,
1,not_started,bamboo shoots,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Bamboo Shoot Recipe,seo_target,
1,not_started,capocollo,ingredient_hub,27100.0,29.0,Tier 1,27100.0,Capocollo Recipe,seo_target,
1,not_started,liquid smoke,ingredient_hub,27100.0,19.0,Tier 1,27100.0,"Liquid Smoke: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
1,not_started,kaiser roll,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Kaiser Roll Recipe,seo_target,
1,not_started,Kani Salad,ingredient_hub,27100.0,29.0,Tier 1,27100.0,Kani Salad Recipe,seo_target,
1,not_started,fig newton,ingredient_hub,27100.0,28.0,Tier 1,27100.0,Fig Newton Recipe,seo_target,
1,not_started,rock fish,ingredient_hub,27100.0,27.0,Tier 1,27100.0,Rock Fish Recipe,seo_target,
1,not_started,white beans,ingredient_hub,27100.0,28.0,Tier 1,27100.0,White Beans Recipe,seo_target,
1,not_started,vodka cocktails,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Vodka Cocktail Recipe,seo_target,
1,not_started,margarita mix,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Margarita Mix Recipe,seo_target,
1,not_started,nutella ice cream,recipe_or_dish,27100.0,15.0,Tier 1,27100.0,Nutella Ice Cream Recipe,seo_target,
1,not_started,Winston Soup,ingredient_hub,27100.0,22.0,Tier 1,27100.0,Winston Soup Recipe,seo_target,
1,not_started,Aquavit,ingredient_hub,27100.0,28.0,Tier 1,27100.0,Aquavit Recipe,seo_target,
1,not_started,dairy free ice cream,recipe_or_dish,27100.0,29.0,Tier 1,27100.0,Dairy Free Ice Cream Recipe,seo_target,
1,not_started,gazpacho,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Gazpacho Recipe,seo_target,
1,not_started,kombu,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Kombu Recipe,seo_target,
1,not_started,Cachaca,ingredient_hub,27100.0,22.0,Tier 1,27100.0,Cachaca Recipe,seo_target,
1,not_started,Adobada,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Adobada Recipe,seo_target,
1,not_started,shiso,ingredient_hub,27100.0,29.0,Tier 1,27100.0,Shiso Recipe,seo_target,
1,not_started,rompope,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Rompope Recipe,seo_target,
1,not_started,sweet treats,ingredient_hub,27100.0,22.0,Tier 1,27100.0,Sweet Treat Recipe,seo_target,
1,not_started,adobo sauce,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Adobo Sauce Recipe,seo_target,
1,not_started,indian street food,recipe_or_dish,27100.0,29.0,Tier 1,27100.0,Indian Street Food Recipe,seo_target,
1,not_started,head cheese,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Head Cheese Recipe,seo_target,
1,not_started,chile de arbol,recipe_or_dish,27100.0,20.0,Tier 1,27100.0,Chile De Arbol Recipe,seo_target,
1,not_started,paccheri,ingredient_hub,27100.0,22.0,Tier 1,27100.0,Paccheri Recipe,seo_target,
1,not_started,pine kernels and pine nuts,recipe_or_dish,27100.0,19.0,Tier 1,27100.0,pine kernels and pine nuts,seo_target,allrecipes_mobile_find
1,not_started,gluten free pizza,recipe_or_dish,27100.0,26.0,Tier 1,27100.0,Gluten Free Pizza Recipe,seo_target,
1,not_started,amuse bouche,ingredient_hub,27100.0,29.0,Tier 1,27100.0,Amuse Bouche Recipe,seo_target,
1,not_started,chicken madras,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Chicken Madra Recipe,seo_target,
1,not_started,sushi burrito,ingredient_hub,27100.0,27.0,Tier 1,27100.0,Sushi Burrito Recipe,seo_target,
1,not_started,ground pork recipes,recipe_or_dish,27100.0,24.0,Tier 1,27100.0,Ground Pork Recipe,seo_target,
1,not_started,dirty shirley,ingredient_hub,27100.0,27.0,Tier 1,27100.0,Dirty Shirley Recipe,seo_target,
1,not_started,comfort food,ingredient_hub,27100.0,20.0,Tier 1,27100.0,comfort food,seo_target,keyword_gap_find
1,not_started,sea bass,ingredient_hub,27100.0,13.0,Tier 1,27100.0,Sea Bass Recipe,seo_target,
1,not_started,grape juice,ingredient_hub,27100.0,29.0,Tier 1,27100.0,Grape Juice Recipe,seo_target,
1,not_started,al pastor recipe,recipe_or_dish,27100.0,25.0,Tier 1,27100.0,Al Pastor Recipe,seo_target,
1,not_started,whiting fish,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Whiting Fish Recipe,seo_target,
1,not_started,continental breakfast,ingredient_hub,27100.0,26.0,Tier 1,27100.0,Continental Breakfast Recipe,seo_target,
1,not_started,homemade pancake mix,recipe_or_dish,27100.0,29.0,Tier 1,27100.0,Pancake Mix Recipe,seo_target,
1,not_started,blueberry recall,ingredient_hub,27100.0,25.0,Tier 1,27100.0,blueberry recall,seo_target,brand_news_reactive
1,not_started,beef carpaccio,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Beef Carpaccio Recipe,seo_target,
1,not_started,shoyu ramen,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Shoyu Ramen Recipe,seo_target,
1,not_started,cast iron skillet for searing steak,recipe_or_dish,27100.0,27.0,Tier 1,27100.0,Cast Iron Skillet Searing Steak Recipe,seo_target,
1,not_started,bang bang shrimp,recipe_or_dish,27100.0,24.0,Tier 1,27100.0,Bang Bang Shrimp Recipe,seo_target,
1,not_started,Ikura,ingredient_hub,27100.0,28.0,Tier 1,27100.0,Ikura Recipe,seo_target,
1,not_started,chicago style hot dog,recipe_or_dish,27100.0,24.0,Tier 1,27100.0,Chicago Style Hot Dog Recipe,seo_target,
1,not_started,cacao,ingredient_hub,27100.0,25.0,Tier 1,27100.0,Cacao Recipe,seo_target,
1,not_started,chili seasoning recipe,recipe_or_dish,27100.0,29.0,Tier 1,27100.0,Chili Seasoning Recipe,seo_target,
1,not_started,Polish Food,ingredient_hub,27100.0,21.0,Tier 1,27100.0,Polish Recipes: Our Best Collection,seo_target,
1,not_started,yellow rice,ingredient_hub,27100.0,20.0,Tier 1,27100.0,Yellow Rice Recipe,seo_target,
