batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
3,not_started,red banana,ingredient_hub,14800.0,24.0,Tier 1,14800.0,Red Banana Recipe,seo_target,
3,not_started,encebollado,ingredient_hub,14800.0,29.0,Tier 1,14800.0,Encebollado Recipe,seo_target,
3,not_started,choripan,ingredient_hub,14800.0,28.0,Tier 1,14800.0,Choripan Recipe,seo_target,
3,not_started,charcuterie cups,ingredient_hub,14800.0,16.0,Tier 1,14800.0,Charcuterie Cup Recipe,seo_target,
3,not_started,gluten free cinnamon rolls,recipe_or_dish,14800.0,28.0,Tier 1,14800.0,Gluten Free Cinnamon Roll Recipe,seo_target,
3,not_started,superfine sugar,ingredient_hub,14800.0,25.0,Tier 1,14800.0,Superfine Sugar Recipe,seo_target,
3,not_started,cracker barrel meatloaf recipe,recipe_or_dish,14800.0,28.0,Tier 1,14800.0,Cracker Barrel Meatloaf Recipe,seo_target,
3,not_started,frozen shrimp,ingredient_hub,14800.0,20.0,Tier 1,14800.0,Frozen Shrimp Recipe,seo_target,
3,not_started,how to boil sweet potatoes,howto_technique,14800.0,17.0,Tier 1,14800.0,Boil Sweet Potatoe Recipe,seo_target,
3,not_started,neufchatel cheese,ingredient_hub,14800.0,27.0,Tier 1,14800.0,Neufchatel Cheese Recipe,seo_target,
3,not_started,egg noodle recipes,recipe_or_dish,14800.0,28.0,Tier 1,14800.0,egg noodle recipes,seo_target,allrecipes_mobile_find
3,not_started,chicken recipes with chicken legs,recipe_or_dish,14800.0,23.0,Tier 1,14800.0,chicken recipes with chicken legs,seo_target,allrecipes_mobile_find
3,not_started,pepsi starry astrophage burst,recipe_or_dish,14800.0,28.0,Tier 1,14800.0,pepsi starry astrophage burst,seo_target,brand_news_reactive
3,not_started,palabok,ingredient_hub,14800.0,15.0,Tier 1,14800.0,Palabok Recipe,seo_target,
3,not_started,how to cut pineapple,howto_technique,14800.0,22.0,Tier 1,14800.0,Cut Pineapple Recipe,seo_target,
3,not_started,gluten free noodles,recipe_or_dish,14800.0,20.0,Tier 1,14800.0,Gluten Free Noodles Recipe,seo_target,
3,not_started,jelly bean,ingredient_hub,14800.0,26.0,Tier 1,14800.0,Jelly Bean Recipe,seo_target,
