batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
2,not_started,overnight oats with chia,recipe_or_dish,22200.0,26.0,Tier 1,22200.0,Overnight Oats Chia Recipe,seo_target,
2,not_started,linguica,ingredient_hub,22200.0,24.0,Tier 1,22200.0,Linguica Recipe,seo_target,
2,not_started,dairy free yogurt,recipe_or_dish,22200.0,18.0,Tier 1,22200.0,Dairy Free Yogurt Recipe,seo_target,
2,not_started,cajun gumbo,ingredient_hub,22200.0,23.0,Tier 1,22200.0,Cajun Gumbo Recipe,seo_target,
2,not_started,fish fry recipe,recipe_or_dish,22200.0,24.0,Tier 1,22200.0,Fish Fry Recipe,seo_target,
2,not_started,roquefort cheese,ingredient_hub,22200.0,26.0,Tier 1,22200.0,Roquefort Cheese Recipe,seo_target,
2,not_started,chicken breast recipes for dinner,recipe_or_dish,22200.0,26.0,Tier 1,22200.0,Chicken Breast Dinner Recipe,seo_target,
2,not_started,fiddleheads,ingredient_hub,22200.0,26.0,Tier 1,22200.0,Fiddlehead Recipe,seo_target,
2,not_started,polish sausage,ingredient_hub,22200.0,25.0,Tier 1,22200.0,Polish Sausage Recipe,seo_target,
2,not_started,bistec,ingredient_hub,22200.0,26.0,Tier 1,22200.0,Bistec Recipe,seo_target,
2,not_started,camembert,ingredient_hub,22200.0,27.0,Tier 1,22200.0,Camembert Recipe,seo_target,
2,not_started,all spice,ingredient_hub,22200.0,22.0,Tier 1,22200.0,All Spice Recipe,seo_target,
2,not_started,miami vice drink,recipe_or_dish,22200.0,12.0,Tier 1,22200.0,Miami Vice Drink Recipe,seo_target,
2,not_started,jamon,ingredient_hub,22200.0,27.0,Tier 1,22200.0,Jamon Recipe,seo_target,
2,not_started,mexican hot sauce,recipe_or_dish,22200.0,11.0,Tier 1,22200.0,Mexican Hot Sauce Recipe,seo_target,
2,not_started,chocolate covered pretzels,recipe_or_dish,22200.0,16.0,Tier 1,22200.0,Chocolate Covered Pretzels Recipe,seo_target,
2,not_started,what temperature is chicken done,recipe_or_dish,22200.0,29.0,Tier 1,22200.0,What Temperature Chicken Done Recipe,seo_target,
2,not_started,root beer float,recipe_or_dish,22200.0,23.0,Tier 1,22200.0,Root Beer Float Recipe,seo_target,
2,not_started,mamajuana,ingredient_hub,22200.0,27.0,Tier 1,22200.0,Mamajuana Recipe,seo_target,
2,not_started,camote,ingredient_hub,22200.0,26.0,Tier 1,22200.0,Camote Recipe,seo_target,
2,not_started,cajun cooking gumbo,recipe_or_dish,22200.0,23.0,Tier 1,22200.0,Cajun Cooking Gumbo Recipe,seo_target,
2,not_started,mantis shrimp mantis shrimp,recipe_or_dish,22200.0,28.0,Tier 1,22200.0,Mantis Shrimp Mantis Shrimp Recipe,seo_target,
2,not_started,strawberry puree,ingredient_hub,22200.0,24.0,Tier 1,22200.0,Strawberry Puree Recipe,seo_target,
2,not_started,minted greens,ingredient_hub,22200.0,28.0,Tier 1,22200.0,Minted Greens Recipe,seo_target,
2,not_started,mango sago,ingredient_hub,22200.0,28.0,Tier 1,22200.0,Mango Sago Recipe,seo_target,
2,not_started,libby's pumpkin pie recipe,recipe_or_dish,22200.0,25.0,Tier 1,22200.0,Libby Pumpkin Pie Recipe,seo_target,
2,not_started,sous vide steak,recipe_or_dish,22200.0,27.0,Tier 1,22200.0,Sous Vide Steak Recipe,seo_target,
2,not_started,is a hotdog a sandwich,recipe_or_dish,22200.0,22.0,Tier 1,22200.0,Hotdog Sandwich Recipe,seo_target,
2,not_started,farfalle,ingredient_hub,22200.0,20.0,Tier 1,22200.0,Farfalle Recipe,seo_target,
2,not_started,boston roll,ingredient_hub,22200.0,24.0,Tier 1,22200.0,Boston Roll Recipe,seo_target,
2,not_started,padano grana cheese,recipe_or_dish,22200.0,19.0,Tier 1,22200.0,Padano Grana Cheese Recipe,seo_target,
2,not_started,roasted beets,ingredient_hub,22200.0,23.0,Tier 1,22200.0,Roasted Beet Recipe,seo_target,
2,not_started,guajillo,ingredient_hub,22200.0,24.0,Tier 1,22200.0,Guajillo Recipe,seo_target,
2,not_started,cheeseburger soup recipe,recipe_or_dish,18100.0,29.0,Tier 1,18100.0,cheeseburger soup recipe,seo_target,allrecipes_mobile_find
2,not_started,spanish chorizo,ingredient_hub,18100.0,18.0,Tier 1,18100.0,Spanish Chorizo Recipe,seo_target,
2,not_started,Red Chimichurri,ingredient_hub,18100.0,22.0,Tier 1,18100.0,Red Chimichurri Recipe,seo_target,
2,not_started,Sablefish,ingredient_hub,18100.0,23.0,Tier 1,18100.0,Sablefish Recipe,seo_target,
2,not_started,bang bang shrimp bang bang shrimp,recipe_or_dish,18100.0,21.0,Tier 1,18100.0,Bang Bang Shrimp Bang Bang Shrimp Recipe,seo_target,
2,not_started,carne seca,ingredient_hub,18100.0,25.0,Tier 1,18100.0,Carne Seca Recipe,seo_target,
2,not_started,chicken liver,ingredient_hub,18100.0,15.0,Tier 1,18100.0,Chicken Liver Recipe,seo_target,
2,not_started,creamer,ingredient_hub,18100.0,23.0,Tier 1,18100.0,creamer,seo_target,allrecipes_mobile_find
2,not_started,crock-pot crock,recipe_or_dish,18100.0,27.0,Tier 1,18100.0,Crockpot Crock Recipe,seo_target,
2,not_started,gluten free tortillas,recipe_or_dish,18100.0,20.0,Tier 1,18100.0,Gluten Free Tortilla Recipe,seo_target,
2,not_started,corned beef brisket,recipe_or_dish,18100.0,28.0,Tier 1,18100.0,corned beef brisket,seo_target,allrecipes_mobile_find
2,not_started,mangold chard,ingredient_hub,18100.0,21.0,Tier 1,18100.0,Mangold Chard Recipe,seo_target,
2,not_started,bonne maman advent calendar,recipe_or_dish,18100.0,24.0,Tier 1,18100.0,bonne maman advent calendar,seo_target,brand_news_reactive
2,not_started,coffee syrup,ingredient_hub,18100.0,28.0,Tier 1,18100.0,coffee syrup,seo_target,allrecipes_mobile_find
2,not_started,Raspados,ingredient_hub,18100.0,29.0,Tier 1,18100.0,Raspado Recipe,seo_target,
2,not_started,ube flavor,ingredient_hub,18100.0,22.0,Tier 1,18100.0,Ube Flavor Recipe,seo_target,
2,not_started,mulita,ingredient_hub,18100.0,25.0,Tier 1,18100.0,Mulita Recipe,seo_target,
2,not_started,filipino desserts,ingredient_hub,18100.0,18.0,Tier 1,18100.0,Filipino Dessert Recipe,seo_target,
2,not_started,over hard eggs,recipe_or_dish,18100.0,20.0,Tier 1,18100.0,Over Hard Egg Recipe,seo_target,
2,not_started,pork steak,ingredient_hub,18100.0,29.0,Tier 1,18100.0,Pork Steak Recipe,seo_target,
2,not_started,gazpachero,ingredient_hub,18100.0,18.0,Tier 1,18100.0,gazpachero,seo_target,allrecipes_mobile_find
2,not_started,whoopie pies whoopie pies,recipe_or_dish,18100.0,27.0,Tier 1,18100.0,Whoopie Pie Whoopie Pie Recipe,seo_target,
2,not_started,amaretto liqueur,ingredient_hub,18100.0,17.0,Tier 1,18100.0,Amaretto Liqueur Recipe,seo_target,
2,not_started,italiaanse pasta,ingredient_hub,18100.0,25.0,Tier 1,18100.0,Italiaanse Pasta Recipe,seo_target,
2,not_started,alaska rollen,ingredient_hub,18100.0,10.0,Tier 1,18100.0,Alaska Rollen Recipe,seo_target,
2,not_started,gluten free banana bread,recipe_or_dish,18100.0,24.0,Tier 1,18100.0,Gluten Free Banana Bread Recipe,seo_target,
2,not_started,plantain chips,ingredient_hub,18100.0,22.0,Tier 1,18100.0,Plantain Chips Recipe,seo_target,
2,not_started,vodka drinks,ingredient_hub,18100.0,25.0,Tier 1,18100.0,Vodka Drink Recipe,seo_target,
2,not_started,fermented pickles,ingredient_hub,18100.0,14.0,Tier 1,18100.0,Fermented Pickles Recipe,seo_target,
2,not_started,achiote paste,ingredient_hub,18100.0,29.0,Tier 1,18100.0,Achiote Paste Recipe,seo_target,
2,not_started,pecorino romano cheese,recipe_or_dish,18100.0,29.0,Tier 1,18100.0,Pecorino Romano Cheese Recipe,seo_target,
2,not_started,taro milk tea,recipe_or_dish,18100.0,23.0,Tier 1,18100.0,Taro Milk Tea Recipe,seo_target,
2,not_started,vodka cranberry,ingredient_hub,18100.0,20.0,Tier 1,18100.0,Vodka Cranberry Recipe,seo_target,
2,not_started,swai,ingredient_hub,18100.0,24.0,Tier 1,18100.0,Swai Recipe,seo_target,
2,not_started,rolled oats for granola,recipe_or_dish,18100.0,26.0,Tier 1,18100.0,Rolled Oats Granola Recipe,seo_target,
2,not_started,fruit tray,ingredient_hub,18100.0,29.0,Tier 1,18100.0,Fruit Tray Recipe,seo_target,
2,not_started,taleggio,ingredient_hub,18100.0,19.0,Tier 1,18100.0,Taleggio Recipe,seo_target,
2,not_started,caster granulated sugar,recipe_or_dish,18100.0,27.0,Tier 1,18100.0,caster granulated sugar,seo_target,allrecipes_mobile_find
2,not_started,mastic,ingredient_hub,18100.0,22.0,Tier 1,18100.0,"Mastic: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
2,not_started,italian sandwich,ingredient_hub,18100.0,24.0,Tier 1,18100.0,Italian Sandwich Recipe,seo_target,
2,not_started,cheesy gordita crunch,recipe_or_dish,18100.0,26.0,Tier 1,18100.0,Cheesy Gordita Crunch Recipe,seo_target,
2,not_started,croisantit,ingredient_hub,18100.0,29.0,Tier 1,18100.0,Croisantit Recipe,seo_target,
2,not_started,smoked sausage,ingredient_hub,18100.0,19.0,Tier 1,18100.0,Smoked Sausage Recipe,seo_target,
2,not_started,pozole verde,ingredient_hub,18100.0,27.0,Tier 1,18100.0,Pozole Verde Recipe,seo_target,
2,not_started,choco pie cocoa,recipe_or_dish,18100.0,26.0,Tier 1,18100.0,Choco Pie Cocoa Recipe,seo_target,
2,not_started,nacho fries,ingredient_hub,18100.0,25.0,Tier 1,18100.0,Nacho Fries Recipe,seo_target,
2,not_started,Salmon Roe,ingredient_hub,18100.0,23.0,Tier 1,18100.0,Salmon Roe Recipe,seo_target,
2,not_started,wendy's takis meal,recipe_or_dish,18100.0,25.0,Tier 1,18100.0,wendy's takis meal,seo_target,brand_news_reactive
